timestamp,shipment_id,num_signals_triggered,risk_rating,message
2026-08-26T08:50:38,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T08:50:42,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T08:50:45,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T08:50:49,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T08:50:52,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T08:50:54,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:35:31,TEST-0000,3,Medium,DISRUPTION ALERT -- shipment TEST-0000: 3 of 6 signals confirmed (Medium risk). test reasoning
2026-08-26T10:35:45,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:35:50,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:35:54,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:35:59,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:36:05,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:36:10,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:38:12,TEST-0000,3,Medium,DISRUPTION ALERT -- shipment TEST-0000: 3 of 6 signals confirmed (Medium risk). test reasoning
2026-08-26T10:38:20,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:38:27,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:38:32,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:38:38,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:38:43,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:38:48,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:58:38,TEST-0000,3,Medium,DISRUPTION ALERT -- shipment TEST-0000: 3 of 6 signals confirmed (Medium risk). test reasoning
2026-08-26T10:58:50,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:58:55,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:59:00,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:59:05,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:59:09,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T10:59:14,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T13:48:02,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-08-26T15:31:25,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-09-01T14:52:00,TEST-0000,3,Medium,DISRUPTION ALERT -- shipment TEST-0000: 3 of 6 signals confirmed (Medium risk). test reasoning
2026-09-01T14:52:11,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T14:52:19,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T14:52:25,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T14:52:30,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T14:52:36,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T14:52:41,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T15:54:59,TEST-0000,3,Medium,DISRUPTION ALERT -- shipment TEST-0000: 3 of 6 signals confirmed (Medium risk). test reasoning
2026-09-01T15:55:11,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T15:55:18,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T15:55:23,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T15:55:28,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T15:55:34,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T15:55:40,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:14:49,TEST-0000,3,Medium,DISRUPTION ALERT -- shipment TEST-0000: 3 of 6 signals confirmed (Medium risk). test reasoning
2026-09-01T16:15:01,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:15:09,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:15:18,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:15:30,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:15:37,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:15:44,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:50:41,TEST-0000,3,Medium,DISRUPTION ALERT -- shipment TEST-0000: 3 of 6 signals confirmed (Medium risk). test reasoning
2026-09-01T16:50:53,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:51:01,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:51:09,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:51:14,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:51:20,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T16:51:27,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T17:57:04,TEST-0000,3,Medium,DISRUPTION ALERT -- shipment TEST-0000: 3 of 6 signals confirmed (Medium risk). test reasoning
2026-09-01T17:57:16,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T17:57:22,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T17:57:29,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T17:57:34,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T17:57:40,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T17:57:48,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T18:05:51,TEST-0000,3,Medium,DISRUPTION ALERT -- shipment TEST-0000: 3 of 6 signals confirmed (Medium risk). test reasoning
2026-09-01T18:06:01,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T18:06:14,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T18:06:22,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T18:06:37,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T18:06:46,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T18:06:54,SHP-2201,3,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 3 of 6 signals confirmed (Medium risk). 3 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): futures_price_spike, regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 15% cost increase and 3-week delay."
2026-09-01T18:21:55,TEST-0000,3,Medium,DISRUPTION ALERT -- shipment TEST-0000: 3 of 6 signals confirmed (Medium risk). test reasoning
2026-09-01T18:22:06,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-09-01T18:22:20,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-09-01T18:22:31,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-09-01T18:22:42,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
2026-09-01T18:22:50,SHP-2201,2,Medium,"DISRUPTION ALERT -- shipment SHP-2201: 2 of 6 signals confirmed (Medium risk). 2 of 6 signals triggered for shipment SHP-2201 (origin: Poco Fundo): regional_news, supplier_email_warning. Risk confirmed (rule: at least 2 signals must agree) -- rated Medium, with an estimated 10% cost increase and 2-week delay."
